Date,Day,Menu_Item,Quantity_Sold,Weather,Event,Holiday,Occupancy_Rate
28-03-2022,Monday,Chole Bhature,78,Rainy,Conference,0,48
29-03-2022,Tuesday,Chicken Biryani,38,Rainy,None,1,75
29-03-2022,Tuesday,Paneer Butter Masala,46,Rainy,None,1,75
29-03-2022,Tuesday,Veg Fried Rice,78,Rainy,None,1,75
29-03-2022,Tuesday,Mutton Curry,50,Rainy,None,1,75
29-03-2022,Tuesday,Dosa,73,Rainy,None,1,75
29-03-2022,Tuesday,Idli,82,Rainy,None,1,75
29-03-2022,Tuesday,Paratha,74,Rainy,None,1,75
29-03-2022,Tuesday,Fish Fry,55,Rainy,None,1,75
29-03-2022,Tuesday,Dal Tadka,122,Rainy,None,1,75
29-03-2022,Tuesday,Chole Bhature,73,Rainy,None,1,75
30-03-2022,Wednesday,Chicken Biryani,30,Cloudy,Music Night,0,53
30-03-2022,Wednesday,Paneer Butter Masala,51,Cloudy,Music Night,0,53
30-03-2022,Wednesday,Veg Fried Rice,82,Cloudy,Music Night,0,53
30-03-2022,Wednesday,Mutton Curry,62,Cloudy,Music Night,0,53
30-03-2022,Wednesday,Dosa,43,Cloudy,Music Night,0,53
30-03-2022,Wednesday,Idli,82,Cloudy,Music Night,0,53
30-03-2022,Wednesday,Paratha,74,Cloudy,Music Night,0,53
30-03-2022,Wednesday,Fish Fry,79,Cloudy,Music Night,0,53
30-03-2022,Wednesday,Dal Tadka,56,Cloudy,Music Night,0,53
30-03-2022,Wednesday,Chole Bhature,43,Cloudy,Music Night,0,53
31-03-2022,Thursday,Chicken Biryani,88,Cloudy,None,0,62
31-03-2022,Thursday,Paneer Butter Masala,86,Cloudy,None,0,62
31-03-2022,Thursday,Veg Fried Rice,62,Cloudy,None,0,62
31-03-2022,Thursday,Mutton Curry,75,Cloudy,None,0,62
31-03-2022,Thursday,Dosa,74,Cloudy,None,0,62
31-03-2022,Thursday,Idli,53,Cloudy,None,0,62
31-03-2022,Thursday,Paratha,46,Cloudy,None,0,62
31-03-2022,Thursday,Fish Fry,53,Cloudy,None,0,62
31-03-2022,Thursday,Dal Tadka,52,Cloudy,None,0,62
31-03-2022,Thursday,Chole Bhature,77,Cloudy,None,0,62
01-04-2022,Friday,Chicken Biryani,162,Sunny,Music Night,0,98
01-04-2022,Friday,Paneer Butter Masala,107,Sunny,Music Night,0,98
01-04-2022,Friday,Veg Fried Rice,124,Sunny,Music Night,0,98
01-04-2022,Friday,Mutton Curry,179,Sunny,Music Night,0,98
01-04-2022,Friday,Dosa,144,Sunny,Music Night,0,98
01-04-2022,Friday,Idli,140,Sunny,Music Night,0,98
01-04-2022,Friday,Paratha,81,Sunny,Music Night,0,98
01-04-2022,Friday,Fish Fry,178,Sunny,Music Night,0,98
01-04-2022,Friday,Dal Tadka,90,Sunny,Music Night,0,98
01-04-2022,Friday,Chole Bhature,161,Sunny,Music Night,0,98
02-04-2022,Saturday,Chicken Biryani,43,Sunny,None,1,71
02-04-2022,Saturday,Paneer Butter Masala,66,Sunny,None,1,71
02-04-2022,Saturday,Veg Fried Rice,117,Sunny,None,1,71
02-04-2022,Saturday,Mutton Curry,107,Sunny,None,1,71
02-04-2022,Saturday,Dosa,85,Sunny,None,1,71
02-04-2022,Saturday,Idli,86,Sunny,None,1,71
02-04-2022,Saturday,Paratha,101,Sunny,None,1,71
02-04-2022,Saturday,Fish Fry,59,Sunny,None,1,71
02-04-2022,Saturday,Dal Tadka,69,Sunny,None,1,71
02-04-2022,Saturday,Chole Bhature,50,Sunny,None,1,71
03-04-2022,Sunday,Chicken Biryani,166,Cloudy,Wedding,1,100
03-04-2022,Sunday,Paneer Butter Masala,175,Cloudy,Wedding,1,100
03-04-2022,Sunday,Veg Fried Rice,187,Cloudy,Wedding,1,100
03-04-2022,Sunday,Mutton Curry,120,Cloudy,Wedding,1,100
03-04-2022,Sunday,Dosa,83,Cloudy,Wedding,1,100
03-04-2022,Sunday,Idli,101,Cloudy,Wedding,1,100
03-04-2022,Sunday,Paratha,145,Cloudy,Wedding,1,100
03-04-2022,Sunday,Fish Fry,82,Cloudy,Wedding,1,100
03-04-2022,Sunday,Dal Tadka,175,Cloudy,Wedding,1,100
03-04-2022,Sunday,Chole Bhature,114,Cloudy,Wedding,1,100
04-04-2022,Monday,Chicken Biryani,107,Sunny,None,0,83
04-04-2022,Monday,Paneer Butter Masala,79,Sunny,None,0,83
04-04-2022,Monday,Veg Fried Rice,131,Sunny,None,0,83
04-04-2022,Monday,Mutton Curry,51,Sunny,None,0,83
04-04-2022,Monday,Dosa,89,Sunny,None,0,83
04-04-2022,Monday,Idli,63,Sunny,None,0,83
04-04-2022,Monday,Paratha,99,Sunny,None,0,83
04-04-2022,Monday,Fish Fry,138,Sunny,None,0,83
04-04-2022,Monday,Dal Tadka,136,Sunny,None,0,83
04-04-2022,Monday,Chole Bhature,57,Sunny,None,0,83
05-04-2022,Tuesday,Chicken Biryani,51,Rainy,Conference,0,59
05-04-2022,Tuesday,Paneer Butter Masala,81,Rainy,Conference,0,59
05-04-2022,Tuesday,Veg Fried Rice,73,Rainy,Conference,0,59
05-04-2022,Tuesday,Mutton Curry,44,Rainy,Conference,0,59
05-04-2022,Tuesday,Dosa,38,Rainy,Conference,0,59
05-04-2022,Tuesday,Idli,53,Rainy,Conference,0,59
05-04-2022,Tuesday,Paratha,91,Rainy,Conference,0,59
05-04-2022,Tuesday,Fish Fry,94,Rainy,Conference,0,59
05-04-2022,Tuesday,Dal Tadka,84,Rainy,Conference,0,59
05-04-2022,Tuesday,Chole Bhature,80,Rainy,Conference,0,59
06-04-2022,Wednesday,Chicken Biryani,66,Rainy,None,0,100
06-04-2022,Wednesday,Paneer Butter Masala,102,Rainy,None,0,100
06-04-2022,Wednesday,Veg Fried Rice,147,Rainy,None,0,100
06-04-2022,Wednesday,Mutton Curry,160,Rainy,None,0,100
06-04-2022,Wednesday,Dosa,138,Rainy,None,0,100
06-04-2022,Wednesday,Idli,76,Rainy,None,0,100
06-04-2022,Wednesday,Paratha,52,Rainy,None,0,100
06-04-2022,Wednesday,Fish Fry,102,Rainy,None,0,100
06-04-2022,Wednesday,Dal Tadka,121,Rainy,None,0,100
06-04-2022,Wednesday,Chole Bhature,84,Rainy,None,0,100
07-04-2022,Thursday,Chicken Biryani,117,Rainy,None,0,87
07-04-2022,Thursday,Paneer Butter Masala,131,Rainy,None,0,87
07-04-2022,Thursday,Veg Fried Rice,116,Rainy,None,0,87
07-04-2022,Thursday,Mutton Curry,62,Rainy,None,0,87
07-04-2022,Thursday,Dosa,36,Rainy,None,0,87
07-04-2022,Thursday,Idli,101,Rainy,None,0,87
07-04-2022,Thursday,Paratha,78,Rainy,None,0,87
07-04-2022,Thursday,Fish Fry,77,Rainy,None,0,87
07-04-2022,Thursday,Dal Tadka,98,Rainy,None,0,87
07-04-2022,Thursday,Chole Bhature,88,Rainy,None,0,87
08-04-2022,Friday,Chicken Biryani,79,Rainy,Wedding,0,82
08-04-2022,Friday,Paneer Butter Masala,142,Rainy,Wedding,0,82
08-04-2022,Friday,Veg Fried Rice,138,Rainy,Wedding,0,82
08-04-2022,Friday,Mutton Curry,134,Rainy,Wedding,0,82
08-04-2022,Friday,Dosa,59,Rainy,Wedding,0,82
08-04-2022,Friday,Idli,79,Rainy,Wedding,0,82
08-04-2022,Friday,Paratha,95,Rainy,Wedding,0,82
08-04-2022,Friday,Fish Fry,62,Rainy,Wedding,0,82
08-04-2022,Friday,Dal Tadka,89,Rainy,Wedding,0,82
08-04-2022,Friday,Chole Bhature,150,Rainy,Wedding,0,82
09-04-2022,Saturday,Chicken Biryani,59,Stormy,None,1,77
09-04-2022,Saturday,Paneer Butter Masala,103,Stormy,None,1,77
09-04-2022,Saturday,Veg Fried Rice,99,Stormy,None,1,77
09-04-2022,Saturday,Mutton Curry,69,Stormy,None,1,77
09-04-2022,Saturday,Dosa,94,Stormy,None,1,77
09-04-2022,Saturday,Idli,63,Stormy,None,1,77
09-04-2022,Saturday,Paratha,97,Stormy,None,1,77
09-04-2022,Saturday,Fish Fry,73,Stormy,None,1,77
09-04-2022,Saturday,Dal Tadka,72,Stormy,None,1,77
09-04-2022,Saturday,Chole Bhature,113,Stormy,None,1,77
10-04-2022,Sunday,Chicken Biryani,134,Sunny,None,1,94
10-04-2022,Sunday,Paneer Butter Masala,158,Sunny,None,1,94
10-04-2022,Sunday,Veg Fried Rice,49,Sunny,None,1,94
10-04-2022,Sunday,Mutton Curry,35,Sunny,None,1,94
10-04-2022,Sunday,Dosa,114,Sunny,None,1,94
10-04-2022,Sunday,Idli,123,Sunny,None,1,94
10-04-2022,Sunday,Paratha,110,Sunny,None,1,94
10-04-2022,Sunday,Fish Fry,141,Sunny,None,1,94
10-04-2022,Sunday,Dal Tadka,75,Sunny,None,1,94
10-04-2022,Sunday,Chole Bhature,96,Sunny,None,1,94
11-04-2022,Monday,Chicken Biryani,52,Rainy,None,0,87
11-04-2022,Monday,Paneer Butter Masala,95,Rainy,None,0,87
11-04-2022,Monday,Veg Fried Rice,87,Rainy,None,0,87
11-04-2022,Monday,Mutton Curry,51,Rainy,None,0,87
11-04-2022,Monday,Dosa,109,Rainy,None,0,87
11-04-2022,Monday,Idli,89,Rainy,None,0,87
11-04-2022,Monday,Paratha,107,Rainy,None,0,87
11-04-2022,Monday,Fish Fry,114,Rainy,None,0,87
11-04-2022,Monday,Dal Tadka,79,Rainy,None,0,87
11-04-2022,Monday,Chole Bhature,124,Rainy,None,0,87
12-04-2022,Tuesday,Chicken Biryani,55,Rainy,None,0,100
12-04-2022,Tuesday,Paneer Butter Masala,135,Rainy,None,0,100
12-04-2022,Tuesday,Veg Fried Rice,111,Rainy,None,0,100
12-04-2022,Tuesday,Mutton Curry,71,Rainy,None,0,100
12-04-2022,Tuesday,Dosa,124,Rainy,None,0,100
12-04-2022,Tuesday,Idli,100,Rainy,None,0,100
12-04-2022,Tuesday,Paratha,55,Rainy,None,0,100
12-04-2022,Tuesday,Fish Fry,150,Rainy,None,0,100
12-04-2022,Tuesday,Dal Tadka,140,Rainy,None,0,100
12-04-2022,Tuesday,Chole Bhature,109,Rainy,None,0,100
13-04-2022,Wednesday,Chicken Biryani,32,Sunny,None,0,57
13-04-2022,Wednesday,Paneer Butter Masala,65,Sunny,None,0,57
13-04-2022,Wednesday,Veg Fried Rice,55,Sunny,None,0,57
13-04-2022,Wednesday,Mutton Curry,90,Sunny,None,0,57
13-04-2022,Wednesday,Dosa,43,Sunny,None,0,57
13-04-2022,Wednesday,Idli,67,Sunny,None,0,57
13-04-2022,Wednesday,Paratha,45,Sunny,None,0,57
13-04-2022,Wednesday,Fish Fry,60,Sunny,None,0,57
13-04-2022,Wednesday,Dal Tadka,75,Sunny,None,0,57
13-04-2022,Wednesday,Chole Bhature,71,Sunny,None,0,57
14-04-2022,Thursday,Chicken Biryani,126,Rainy,Music Night,0,79
14-04-2022,Thursday,Paneer Butter Masala,41,Rainy,Music Night,0,79
14-04-2022,Thursday,Veg Fried Rice,131,Rainy,Music Night,0,79
14-04-2022,Thursday,Mutton Curry,146,Rainy,Music Night,0,79
14-04-2022,Thursday,Dosa,85,Rainy,Music Night,0,79
14-04-2022,Thursday,Idli,53,Rainy,Music Night,0,79
14-04-2022,Thursday,Paratha,126,Rainy,Music Night,0,79
14-04-2022,Thursday,Fish Fry,115,Rainy,Music Night,0,79
14-04-2022,Thursday,Dal Tadka,136,Rainy,Music Night,0,79
14-04-2022,Thursday,Chole Bhature,109,Rainy,Music Night,0,79
15-04-2022,Friday,Chicken Biryani,72,Rainy,None,0,78
15-04-2022,Friday,Paneer Butter Masala,80,Rainy,None,0,78
15-04-2022,Friday,Veg Fried Rice,112,Rainy,None,0,78
15-04-2022,Friday,Mutton Curry,90,Rainy,None,0,78
15-04-2022,Friday,Dosa,34,Rainy,None,0,78
15-04-2022,Friday,Idli,110,Rainy,None,0,78
15-04-2022,Friday,Paratha,54,Rainy,None,0,78
15-04-2022,Friday,Fish Fry,79,Rainy,None,0,78
15-04-2022,Friday,Dal Tadka,125,Rainy,None,0,78
15-04-2022,Friday,Chole Bhature,62,Rainy,None,0,78
16-04-2022,Saturday,Chicken Biryani,169,Cloudy,Music Night,1,89
16-04-2022,Saturday,Paneer Butter Masala,159,Cloudy,Music Night,1,89
16-04-2022,Saturday,Veg Fried Rice,96,Cloudy,Music Night,1,89
16-04-2022,Saturday,Mutton Curry,105,Cloudy,Music Night,1,89
16-04-2022,Saturday,Dosa,86,Cloudy,Music Night,1,89
16-04-2022,Saturday,Idli,123,Cloudy,Music Night,1,89
16-04-2022,Saturday,Paratha,170,Cloudy,Music Night,1,89
16-04-2022,Saturday,Fish Fry,176,Cloudy,Music Night,1,89
16-04-2022,Saturday,Dal Tadka,125,Cloudy,Music Night,1,89
16-04-2022,Saturday,Chole Bhature,51,Cloudy,Music Night,1,89
17-04-2022,Sunday,Chicken Biryani,65,Stormy,Wedding,1,67
17-04-2022,Sunday,Paneer Butter Masala,120,Stormy,Wedding,1,67
17-04-2022,Sunday,Veg Fried Rice,127,Stormy,Wedding,1,67
17-04-2022,Sunday,Mutton Curry,57,Stormy,Wedding,1,67
17-04-2022,Sunday,Dosa,81,Stormy,Wedding,1,67
17-04-2022,Sunday,Idli,115,Stormy,Wedding,1,67
17-04-2022,Sunday,Paratha,74,Stormy,Wedding,1,67
17-04-2022,Sunday,Fish Fry,95,Stormy,Wedding,1,67
17-04-2022,Sunday,Dal Tadka,70,Stormy,Wedding,1,67
17-04-2022,Sunday,Chole Bhature,103,Stormy,Wedding,1,67
18-04-2022,Monday,Chicken Biryani,74,Cloudy,Conference,0,90
18-04-2022,Monday,Paneer Butter Masala,109,Cloudy,Conference,0,90
18-04-2022,Monday,Veg Fried Rice,79,Cloudy,Conference,0,90
18-04-2022,Monday,Mutton Curry,144,Cloudy,Conference,0,90
18-04-2022,Monday,Dosa,91,Cloudy,Conference,0,90
18-04-2022,Monday,Idli,173,Cloudy,Conference,0,90
18-04-2022,Monday,Paratha,104,Cloudy,Conference,0,90
18-04-2022,Monday,Fish Fry,146,Cloudy,Conference,0,90
18-04-2022,Monday,Dal Tadka,162,Cloudy,Conference,0,90
18-04-2022,Monday,Chole Bhature,95,Cloudy,Conference,0,90
19-04-2022,Tuesday,Chicken Biryani,97,Rainy,None,0,73
19-04-2022,Tuesday,Paneer Butter Masala,53,Rainy,None,0,73
19-04-2022,Tuesday,Veg Fried Rice,69,Rainy,None,0,73
19-04-2022,Tuesday,Mutton Curry,101,Rainy,None,0,73
19-04-2022,Tuesday,Dosa,102,Rainy,None,0,73
19-04-2022,Tuesday,Idli,50,Rainy,None,0,73
19-04-2022,Tuesday,Paratha,108,Rainy,None,0,73
19-04-2022,Tuesday,Fish Fry,49,Rainy,None,0,73
19-04-2022,Tuesday,Dal Tadka,92,Rainy,None,0,73
19-04-2022,Tuesday,Chole Bhature,115,Rainy,None,0,73
20-04-2022,Wednesday,Chicken Biryani,123,Stormy,Conference,0,90
20-04-2022,Wednesday,Paneer Butter Masala,113,Stormy,Conference,0,90
20-04-2022,Wednesday,Veg Fried Rice,178,Stormy,Conference,0,90
20-04-2022,Wednesday,Mutton Curry,130,Stormy,Conference,0,90
20-04-2022,Wednesday,Dosa,103,Stormy,Conference,0,90
20-04-2022,Wednesday,Idli,133,Stormy,Conference,0,90
20-04-2022,Wednesday,Paratha,89,Stormy,Conference,0,90
20-04-2022,Wednesday,Fish Fry,130,Stormy,Conference,0,90
20-04-2022,Wednesday,Dal Tadka,163,Stormy,Conference,0,90
20-04-2022,Wednesday,Chole Bhature,99,Stormy,Conference,0,90
21-04-2022,Thursday,Chicken Biryani,103,Cloudy,None,0,67
21-04-2022,Thursday,Paneer Butter Masala,57,Cloudy,None,0,67
21-04-2022,Thursday,Veg Fried Rice,55,Cloudy,None,0,67
21-04-2022,Thursday,Mutton Curry,69,Cloudy,None,0,67
21-04-2022,Thursday,Dosa,62,Cloudy,None,0,67
21-04-2022,Thursday,Idli,89,Cloudy,None,0,67
21-04-2022,Thursday,Paratha,69,Cloudy,None,0,67
21-04-2022,Thursday,Fish Fry,70,Cloudy,None,0,67
21-04-2022,Thursday,Dal Tadka,79,Cloudy,None,0,67
21-04-2022,Thursday,Chole Bhature,61,Cloudy,None,0,67
22-04-2022,Friday,Chicken Biryani,101,Stormy,Festival,0,87
22-04-2022,Friday,Paneer Butter Masala,54,Stormy,Festival,0,87
22-04-2022,Friday,Veg Fried Rice,149,Stormy,Festival,0,87
22-04-2022,Friday,Mutton Curry,97,Stormy,Festival,0,87
22-04-2022,Friday,Dosa,101,Stormy,Festival,0,87
22-04-2022,Friday,Idli,79,Stormy,Festival,0,87
22-04-2022,Friday,Paratha,76,Stormy,Festival,0,87
22-04-2022,Friday,Fish Fry,133,Stormy,Festival,0,87
22-04-2022,Friday,Dal Tadka,152,Stormy,Festival,0,87
22-04-2022,Friday,Chole Bhature,170,Stormy,Festival,0,87
23-04-2022,Saturday,Chicken Biryani,80,Rainy,Music Night,1,90
23-04-2022,Saturday,Paneer Butter Masala,126,Rainy,Music Night,1,90
23-04-2022,Saturday,Veg Fried Rice,215,Rainy,Music Night,1,90
23-04-2022,Saturday,Mutton Curry,128,Rainy,Music Night,1,90
23-04-2022,Saturday,Dosa,59,Rainy,Music Night,1,90
23-04-2022,Saturday,Idli,164,Rainy,Music Night,1,90
23-04-2022,Saturday,Paratha,171,Rainy,Music Night,1,90
23-04-2022,Saturday,Fish Fry,108,Rainy,Music Night,1,90
23-04-2022,Saturday,Dal Tadka,94,Rainy,Music Night,1,90
23-04-2022,Saturday,Chole Bhature,101,Rainy,Music Night,1,90
24-04-2022,Sunday,Chicken Biryani,57,Cloudy,None,1,68
24-04-2022,Sunday,Paneer Butter Masala,104,Cloudy,None,1,68
24-04-2022,Sunday,Veg Fried Rice,57,Cloudy,None,1,68
24-04-2022,Sunday,Mutton Curry,61,Cloudy,None,1,68
24-04-2022,Sunday,Dosa,76,Cloudy,None,1,68
24-04-2022,Sunday,Idli,43,Cloudy,None,1,68
24-04-2022,Sunday,Paratha,96,Cloudy,None,1,68
24-04-2022,Sunday,Fish Fry,56,Cloudy,None,1,68
24-04-2022,Sunday,Dal Tadka,53,Cloudy,None,1,68
24-04-2022,Sunday,Chole Bhature,75,Cloudy,None,1,68
25-04-2022,Monday,Chicken Biryani,123,Stormy,None,0,82
25-04-2022,Monday,Paneer Butter Masala,73,Stormy,None,0,82
25-04-2022,Monday,Veg Fried Rice,62,Stormy,None,0,82
25-04-2022,Monday,Mutton Curry,91,Stormy,None,0,82
25-04-2022,Monday,Dosa,55,Stormy,None,0,82
25-04-2022,Monday,Idli,71,Stormy,None,0,82
25-04-2022,Monday,Paratha,99,Stormy,None,0,82
25-04-2022,Monday,Fish Fry,123,Stormy,None,0,82
25-04-2022,Monday,Dal Tadka,96,Stormy,None,0,82
25-04-2022,Monday,Chole Bhature,105,Stormy,None,0,82
26-04-2022,Tuesday,Chicken Biryani,112,Cloudy,Festival,0,72
26-04-2022,Tuesday,Paneer Butter Masala,152,Cloudy,Festival,0,72
26-04-2022,Tuesday,Veg Fried Rice,110,Cloudy,Festival,0,72
26-04-2022,Tuesday,Mutton Curry,134,Cloudy,Festival,0,72
26-04-2022,Tuesday,Dosa,53,Cloudy,Festival,0,72
26-04-2022,Tuesday,Idli,100,Cloudy,Festival,0,72
26-04-2022,Tuesday,Paratha,116,Cloudy,Festival,0,72
26-04-2022,Tuesday,Fish Fry,72,Cloudy,Festival,0,72
26-04-2022,Tuesday,Dal Tadka,116,Cloudy,Festival,0,72
26-04-2022,Tuesday,Chole Bhature,70,Cloudy,Festival,0,72
27-04-2022,Wednesday,Chicken Biryani,27,Sunny,None,0,59
27-04-2022,Wednesday,Paneer Butter Masala,36,Sunny,None,0,59
27-04-2022,Wednesday,Veg Fried Rice,46,Sunny,None,0,59
27-04-2022,Wednesday,Mutton Curry,65,Sunny,None,0,59
27-04-2022,Wednesday,Dosa,35,Sunny,None,0,59
27-04-2022,Wednesday,Idli,76,Sunny,None,0,59
27-04-2022,Wednesday,Paratha,88,Sunny,None,0,59
27-04-2022,Wednesday,Fish Fry,50,Sunny,None,0,59
27-04-2022,Wednesday,Dal Tadka,58,Sunny,None,0,59
27-04-2022,Wednesday,Chole Bhature,40,Sunny,None,0,59
28-04-2022,Thursday,Chicken Biryani,96,Rainy,None,0,63
28-04-2022,Thursday,Paneer Butter Masala,107,Rainy,None,0,63
28-04-2022,Thursday,Veg Fried Rice,52,Rainy,None,0,63
28-04-2022,Thursday,Mutton Curry,43,Rainy,None,0,63
28-04-2022,Thursday,Dosa,75,Rainy,None,0,63
28-04-2022,Thursday,Idli,66,Rainy,None,0,63
28-04-2022,Thursday,Paratha,38,Rainy,None,0,63
28-04-2022,Thursday,Fish Fry,85,Rainy,None,0,63
28-04-2022,Thursday,Dal Tadka,73,Rainy,None,0,63
28-04-2022,Thursday,Chole Bhature,39,Rainy,None,0,63
29-04-2022,Friday,Chicken Biryani,76,Rainy,None,0,86
29-04-2022,Friday,Paneer Butter Masala,82,Rainy,None,0,86
29-04-2022,Friday,Veg Fried Rice,122,Rainy,None,0,86
29-04-2022,Friday,Mutton Curry,39,Rainy,None,0,86
29-04-2022,Friday,Dosa,87,Rainy,None,0,86
29-04-2022,Friday,Idli,46,Rainy,None,0,86
29-04-2022,Friday,Paratha,103,Rainy,None,0,86
29-04-2022,Friday,Fish Fry,129,Rainy,None,0,86
29-04-2022,Friday,Dal Tadka,110,Rainy,None,0,86
29-04-2022,Friday,Chole Bhature,55,Rainy,None,0,86
30-04-2022,Saturday,Chicken Biryani,59,Sunny,None,1,86
30-04-2022,Saturday,Paneer Butter Masala,64,Sunny,None,1,86
30-04-2022,Saturday,Veg Fried Rice,125,Sunny,None,1,86
30-04-2022,Saturday,Mutton Curry,121,Sunny,None,1,86
30-04-2022,Saturday,Dosa,64,Sunny,None,1,86
30-04-2022,Saturday,Idli,91,Sunny,None,1,86
30-04-2022,Saturday,Paratha,47,Sunny,None,1,86
30-04-2022,Saturday,Fish Fry,77,Sunny,None,1,86
30-04-2022,Saturday,Dal Tadka,140,Sunny,None,1,86
30-04-2022,Saturday,Chole Bhature,95,Sunny,None,1,86
01-05-2022,Sunday,Chicken Biryani,51,Sunny,None,1,60
01-05-2022,Sunday,Paneer Butter Masala,78,Sunny,None,1,60
01-05-2022,Sunday,Veg Fried Rice,18,Sunny,None,1,60
01-05-2022,Sunday,Mutton Curry,81,Sunny,None,1,60
01-05-2022,Sunday,Dosa,61,Sunny,None,1,60
01-05-2022,Sunday,Idli,73,Sunny,None,1,60
01-05-2022,Sunday,Paratha,53,Sunny,None,1,60
01-05-2022,Sunday,Fish Fry,39,Sunny,None,1,60
01-05-2022,Sunday,Dal Tadka,75,Sunny,None,1,60
01-05-2022,Sunday,Chole Bhature,95,Sunny,None,1,60
02-05-2022,Monday,Chicken Biryani,76,Cloudy,None,0,55
02-05-2022,Monday,Paneer Butter Masala,67,Cloudy,None,0,55
02-05-2022,Monday,Veg Fried Rice,57,Cloudy,None,0,55
02-05-2022,Monday,Mutton Curry,32,Cloudy,None,0,55
02-05-2022,Monday,Dosa,72,Cloudy,None,0,55
02-05-2022,Monday,Idli,19,Cloudy,None,0,55
02-05-2022,Monday,Paratha,37,Cloudy,None,0,55
02-05-2022,Monday,Fish Fry,34,Cloudy,None,0,55
02-05-2022,Monday,Dal Tadka,23,Cloudy,None,0,55
02-05-2022,Monday,Chole Bhature,48,Cloudy,None,0,55
03-05-2022,Tuesday,Chicken Biryani,63,Stormy,None,0,60
03-05-2022,Tuesday,Paneer Butter Masala,97,Stormy,None,0,60
03-05-2022,Tuesday,Veg Fried Rice,37,Stormy,None,0,60
03-05-2022,Tuesday,Mutton Curry,87,Stormy,None,0,60
03-05-2022,Tuesday,Dosa,51,Stormy,None,0,60
03-05-2022,Tuesday,Idli,38,Stormy,None,0,60
03-05-2022,Tuesday,Paratha,32,Stormy,None,0,60
03-05-2022,Tuesday,Fish Fry,110,Stormy,None,0,60
03-05-2022,Tuesday,Dal Tadka,40,Stormy,None,0,60
03-05-2022,Tuesday,Chole Bhature,83,Stormy,None,0,60
04-05-2022,Wednesday,Chicken Biryani,58,Cloudy,None,0,39
04-05-2022,Wednesday,Paneer Butter Masala,30,Cloudy,None,0,39
04-05-2022,Wednesday,Veg Fried Rice,27,Cloudy,None,0,39
04-05-2022,Wednesday,Mutton Curry,55,Cloudy,None,0,39
04-05-2022,Wednesday,Dosa,42,Cloudy,None,0,39
04-05-2022,Wednesday,Idli,40,Cloudy,None,0,39
04-05-2022,Wednesday,Paratha,49,Cloudy,None,0,39
04-05-2022,Wednesday,Fish Fry,37,Cloudy,None,0,39
04-05-2022,Wednesday,Dal Tadka,57,Cloudy,None,0,39
04-05-2022,Wednesday,Chole Bhature,34,Cloudy,None,0,39
05-05-2022,Thursday,Chicken Biryani,125,Stormy,Festival,0,90
05-05-2022,Thursday,Paneer Butter Masala,141,Stormy,Festival,0,90
05-05-2022,Thursday,Veg Fried Rice,151,Stormy,Festival,0,90
05-05-2022,Thursday,Mutton Curry,165,Stormy,Festival,0,90
05-05-2022,Thursday,Dosa,161,Stormy,Festival,0,90
05-05-2022,Thursday,Idli,169,Stormy,Festival,0,90
05-05-2022,Thursday,Paratha,127,Stormy,Festival,0,90
05-05-2022,Thursday,Fish Fry,121,Stormy,Festival,0,90
05-05-2022,Thursday,Dal Tadka,110,Stormy,Festival,0,90
05-05-2022,Thursday,Chole Bhature,127,Stormy,Festival,0,90
06-05-2022,Friday,Chicken Biryani,71,Stormy,None,0,97
06-05-2022,Friday,Paneer Butter Masala,138,Stormy,None,0,97
06-05-2022,Friday,Veg Fried Rice,87,Stormy,None,0,97
06-05-2022,Friday,Mutton Curry,102,Stormy,None,0,97
06-05-2022,Friday,Dosa,58,Stormy,None,0,97
06-05-2022,Friday,Idli,122,Stormy,None,0,97
06-05-2022,Friday,Paratha,76,Stormy,None,0,97
06-05-2022,Friday,Fish Fry,123,Stormy,None,0,97
06-05-2022,Friday,Dal Tadka,35,Stormy,None,0,97
06-05-2022,Friday,Chole Bhature,53,Stormy,None,0,97
07-05-2022,Saturday,Chicken Biryani,15,Cloudy,Conference,1,51
07-05-2022,Saturday,Paneer Butter Masala,101,Cloudy,Conference,1,51
07-05-2022,Saturday,Veg Fried Rice,31,Cloudy,Conference,1,51
07-05-2022,Saturday,Mutton Curry,48,Cloudy,Conference,1,51
07-05-2022,Saturday,Dosa,81,Cloudy,Conference,1,51
07-05-2022,Saturday,Idli,27,Cloudy,Conference,1,51
07-05-2022,Saturday,Paratha,81,Cloudy,Conference,1,51
07-05-2022,Saturday,Fish Fry,64,Cloudy,Conference,1,51
07-05-2022,Saturday,Dal Tadka,55,Cloudy,Conference,1,51
07-05-2022,Saturday,Chole Bhature,75,Cloudy,Conference,1,51
08-05-2022,Sunday,Chicken Biryani,126,Stormy,None,1,93
08-05-2022,Sunday,Paneer Butter Masala,62,Stormy,None,1,93
08-05-2022,Sunday,Veg Fried Rice,157,Stormy,None,1,93
08-05-2022,Sunday,Mutton Curry,86,Stormy,None,1,93
08-05-2022,Sunday,Dosa,81,Stormy,None,1,93
08-05-2022,Sunday,Idli,125,Stormy,None,1,93
08-05-2022,Sunday,Paratha,97,Stormy,None,1,93
08-05-2022,Sunday,Fish Fry,90,Stormy,None,1,93
08-05-2022,Sunday,Dal Tadka,113,Stormy,None,1,93
08-05-2022,Sunday,Chole Bhature,141,Stormy,None,1,93
09-05-2022,Monday,Chicken Biryani,50,Cloudy,None,0,73
09-05-2022,Monday,Paneer Butter Masala,56,Cloudy,None,0,73
